,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,image
199,Acer,Aspire 3 A315-59 Laptop,33207,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Graphics ,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/R.8ff00b7fba0b5a60dafd3ed9331393c1?rik=m3JNI%2bE3pnfKBQ&riu=http%3a%2f%2fcdn.shopify.com%2fs%2ffiles%2f1%2f0294%2f5574%2f5129%2fproducts%2fAcer-A315-59-30A_1200x1200.jpg%3fv%3d1666632663&ehk=eN4r17LDxxBO1EbjfOoZm2ckH2K0X4kp7qxMqV2CCZQ%3d&risl=&pid=ImgRaw&r=0
200,HP,Pavilion 15s-FR5007TU Laptop,52990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 11 OS,1,https://static.digit.in/default/1b7cafd6620eb8487b0a16c092a193777ff3c4f1.jpeg?tr=1200
201,Dell,Vostro 3425 Laptop,42434,66.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14.0,1920,1080,Windows 11 OS,1,https://www.laptopstoreindia.com/image/cache/catalog/0001dell%20laptop/dell%2015%201-800x800.jpg
202,HP,15s-du3614TU Laptop,42200,65.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iVK3CMk0d-w1200-h1200/VK3CMk0d.jpg
203,HP,Pavilion 15s-eq2182AU Laptop,41990,60.0,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ijejWdRK8-w420-h420/hp-pavilion-15s-eq21.jpg
204,Asus,TUF Gaming A15 2022 FA577RE-HN055WS Gaming Laptop,80900,79.0,6th Gen AMD Ryzen 7 6800H ,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050 Ti,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iBCHsbyMm-w1200-h1200/BCHsbyMm.jpg
205,Asus,Vivobook 15 Touch X515EA-EZ311WS Laptop,38990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1683556744/Croma%20Assets/Computers%20Peripherals/Laptop/Images/266653_0_owzana.png
206,Apple,MacBook Air 2022 Laptop,135990,69.32352941,Apple M2 Apple M2 Chip,Octa Core,8GB,Unified,512GB,SSD,10-Core GPU,13.6,2560,1664,Mac OS,1,https://bgr.com/wp-content/uploads/2022/08/2022-macbook-air-1.jpg
207,Asus,Vivobook S15 OLED K3502ZA-L501WS Laptop,72490,64.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris XE Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.jyW8ic6WQXY8nCHjVn6tmwHaEY?rs=1&pid=ImgDetMain
208,Asus,Vivobook S14 OLED S3402ZA-KM501WS Laptop,72490,62.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,2880,1800,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ihPHrf26o-w1200-h1200/hPHrf26o.jpg
209,Dell,Inspiron 3511 Laptop,35990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.56,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.E-qt9BrIaP7ltLvIAsLtKwHaFJ?rs=1&pid=ImgDetMain
210,Xiaomi,Mi Notebook Ultra Laptop,45989,64.0,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,3200,2000,Windows 10  OS,1,https://th.bing.com/th/id/OIP.GGNLKC2YfIpg2hj1sLkyfwHaEK?rs=1&pid=ImgDetMain
211,Dell,Inspiron 3501 Laptop,52500,69.32352941,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,1,https://cdn1.smartprix.com/rx-i6oWwXTpt-w1200-h1200/dell-inspiron-3501-l.jpg
212,Dell,Latitude 3410 Laptop,59999,69.32352941,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel HD,14.0,1366,768,Ubuntu OS,1,https://th.bing.com/th/id/OIP.FoiiLM3bEJQiMCSpxG0evAHaFS?rs=1&pid=ImgDetMain
213,Apple,MacBook Air 2020 MGN73HN Laptop,112990,69.32352941,Apple M1 Apple M1 Chip,Octa Core (4P + 4E),8GB,DDR4,512GB,SSD,Apple M1 Integrated Graphics,13.3,2560,1600,Mac OS,1,https://cdn1.smartprix.com/rx-ipoafRxMq-w1200-h1200/poafRxMq.jpg
214,Avita,Pura NS14A6 Laptop,21990,69.32352941,3rd Gen AMD Ryzen 5  3500U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Vega 8,14.0,1920,1080,Windows 10 OS,1,https://cdn1.smartprix.com/rx-istKyEOFR-w1200-h1200/avita-pura-ns14a6-la.jpg
215,Apple,MacBook Pro 16 Laptop,201498,81.0,9th Gen Intel Core i9,Octa Core,32GB,DDR4,2TB,SSD,4GB Radeon Pro 5500M,16.0,3072,1920,Mac Catalina OS,1,https://cdn.mos.cms.futurecdn.net/XLjCRpCaYpFQTBXKFcwaPS.jpg
216,HP,Victus 15-fa1145TX Gaming Laptop,64990,72.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iInaH6OZT-w1200-h1200/InaH6OZT.jpg
217,Lenovo,Thinkpad E14 G4 21E3S00P00 Laptop,68999,63.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920,1080,DOS OS,0,https://sm.pcmag.com/t/pcmag_au/review/l/lenovo-thi/lenovo-thinkpad-e14-gen-2_c1em.3840.jpg
218,Lenovo,Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop,60990,66.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.uziWkGjyIvXkGRmeQBXD6AAAAA?rs=1&pid=ImgDetMain
219,Dell,Inspiron 3520 IN3520P9K46002ORS1 Laptop,40990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.wpvL1kSaGULjJMyXEQiV5QHaFF?rs=1&pid=ImgDetMain
220,Lenovo,LOQ 15APH8 82XT004KIN Gaming Laptop,107690,75.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.Js2hEN8khABXONJUega0MwAAAA?rs=1&pid=ImgDetMain
221,Lenovo,V15 G4 Laptop,25490,69.32352941,AMD Athlon Silver 7120U,"Dual Core, 2 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M,15.6,1920,1080,Windows 11 OS,1,https://www.alternate.nl/p/600x600/6/7/Lenovo_V15_G4_AMN__82YU00U9MH__15_6__laptop@@1912776_30.jpg
222,HP,15s-FR5012TU Laptop,38999,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,"https://static.toiimg.com/thumb/resizemode-4,msid-105843991,imgsize-200,width-600/105843991.jpg"
223,Infinix,INBook Y1 Plus 15 XL28 Laptop,59990,69.32352941,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iyFafW3Jb-w1200-h1200/yFafW3Jb.jpg
224,HP,Victus 15-FA1098TX Laptop,60990,64.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iko1kN8N5-w1200-h1200/ko1kN8N5.jpg
225,HP,Victus 15-fb1002AX Gaming Laptop,55500,70.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://in-media.apjonlinecdn.com/catalog/product/cache/b3b166914d87ce343d4dc5ec5117b502/c/0/c08192495_12.png
226,HP,Pavilion Plus ‎16-ab0456TX Laptop,124999,76.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,2560,1600,Windows 11 OS,1,https://th.bing.com/th/id/OIP.a1nhWhNpaS9ZPLoqwW7gVgAAAA?rs=1&pid=ImgDetMain
227,HP,Omen 16-XD0007ax Gaming Laptop,104990,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,1920,1080,Windows 11 OS,1,https://cdn.siasat.com/wp-content/uploads/2020/07/hp-omen-1024x768.jpg
228,MSI,Katana 15 B12VGK-1295IN Gaming Laptop,136990,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6,1920,1080,Windows 11 OS,2,https://mercular.s3.ap-southeast-1.amazonaws.com/images/products/2023/03/Product%20Content/week%201/MSI%20Katana%2015%20B12VGK-205TH%201.jpg
229,Lenovo,Legion Slim 5 82Y9009JIN Gaming Laptop,131990,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560,1600,Windows 11 OS,1,https://s3.amazonaws.com/images.ecwid.com/images/37754822/2435502713.jpg
230,Lenovo,IdeaPad Slim 3 14ITL6 82H701N3IN Laptop,36490,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920,1080,Windows 11 OS,1,https://images-na.ssl-images-amazon.com/images/I/61s7sJEpsVL._SL1000_.jpg
231,Asus,ROG Flow X13 GV302XV-MU016WS Gaming Laptop,188752,75.0,7th Gen AMD Ryzen 9  7940HS,"Octa Core, 16 Threads",16GB,LPDDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,13.4,2560,1600,Windows 11 OS,1,https://th.bing.com/th/id/OIP.BVn3IFO-5rk-VEL5c1qcQAHaE8?rs=1&pid=ImgDetMain
232,HP,250 G9 7M657PA Laptop,36999,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,15.6,1366,768,Windows 11 OS,1,https://in-media.apjonlinecdn.com/catalog/product/cache/b3b166914d87ce343d4dc5ec5117b502/7/M/7M657PA-1_T1683806993.png
233,Lenovo,Yoga 7 82YL0095IN Laptop,92890,75.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Integrated Intel Iris Xe Graphics,14.0,2880,1800,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iH8HZccfQ-w1200-h1200/H8HZccfQ.jpg
234,Dell,Inspiron 7430 2 in 1 2023 Laptop,57990,69.32352941,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,256GB,SSD,Intel UHD Graphics,14.0,1920,1200,Windows 11 OS,1,https://th.bing.com/th/id/OIP.XfiuptN_NHUjrSFStPImFgHaHa?rs=1&pid=ImgDetMain
235,HP,15s-fy5007TU Laptop,51999,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,"https://static.toiimg.com/thumb/resizemode-4,msid-104891952,imgsize-200,width-600,imgv-1/104891952.jpg"
236,Lenovo,Yoga Slim 6 83E00006IN Laptop,79990,69.32352941,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,1920,1200,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ilL3gYKbB-w420-h420/lenovo-yoga-slim-6-8.jpg
237,Lenovo,IdeaPad Flex 5 14IRU8 82Y00051IN Laptop,76890,64.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920,1200,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/9RJKuvMEvfBHRCcLD4dzaK.jpg
238,Lenovo,IdeaPad 1 15ALC7 82R400BSIN Laptop,37790,69.32352941,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.qBIJSjkLN9GPY8RBUOK4oAHaFD?rs=1&pid=ImgDetMain
239,Acer,One 11 Z8-284 UN.013SI.033 Laptop,17990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,128GB,SSD,Intel Integrated UHD,11.6,1366,768,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iT2ZLiHFR-w1200-h1200/T2ZLiHFR.jpg
240,HP,15s-fy5006TU Laptop,38990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ijQOxyloG-w420-h420/hp-15s-fy5006tu-lapt.jpg
241,Lenovo,IdeaPad 3 15ITL6 82H803LJIN Laptop,41990,63.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://emibaba.com/wp-content/uploads/2023/08/Lenovo-IdeaPad-1.png
242,Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,68990,69.32352941,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Integrated Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 OS,2,https://cdn1.smartprix.com/rx-iyOhZVTHa-w1200-h1200/yOhZVTHa.jpg
243,HP,Pavilion 14-dv2153TU Laptop,69990,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 OS,1,https://m.media-amazon.com/images/I/81RBQ5VUemL.jpg
244,Acer,TravelMate P2 TMP214-53 Business Laptop,56990,65.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iDLMz8S9b-w1200-h1200/DLMz8S9b.jpg
245,Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,89990,71.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.LXb-vZw3cr1axjex9V9QPwHaFR?rs=1&pid=ImgDetMain
246,MSI,Thin GF63 12UC-846IN Gaming Laptop,62990,71.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,2,https://cdn1.smartprix.com/rx-iLPW7WaJT-w1200-h1200/LPW7WaJT.jpg
247,Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,37990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://www.singhalinfosystems.in/Uploads/ProductsImages/Product_978fa3d3-0c74-46f8-899f-04da2bc79d11_0_I3.jpg
248,Lenovo,IdeaPad Gaming 3 82SB00V4IN Laptop,58990,60.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iqUg9VKzd-w1200-h1200/qUg9VKzd.jpg
249,Lenovo,IdeaPad 1 15AMN7 82VG00EQIN Laptop,26990,69.32352941,AMD Athlon 7120U,"Dual Core, 2 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M Graphics,15.6,1366,768,Windows 11 OS,1,https://i.otto.de/i/otto/43b2a87e-ab71-5df0-a759-56dde9571d9f/lenovo-ideapad-1-15amn7-notebook-39-62-cm-15-6-zoll-amd-ryzen-3-7320u-radeontm-610m-256-gb-ssd.jpg?$formatz$
250,Asus,ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop,94990,70.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,1920,1200,Windows 11 OS,1,https://dlcdnwebimgs.asus.com/gain/B7F82858-38C0-4A42-B751-5DE480B0ABB6
251,Asus,ROG Strix G17 G713RC-HX109WS Gaming Laptop,86189,71.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,17.3,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.X5E06-ZlAjR-VTlUyIq68QHaFc?rs=1&pid=ImgDetMain
252,Chuwi,FreeBook Laptop,37990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",12GB,LPDDR4,512GB,SSD,Intel Integrated Intel UHD Graphics,13.5,2256,1504,Windows 11 OS,1,https://cdn.shopify.com/s/files/1/0116/2762/6596/products/1_a1d528fb-5e3f-4984-afb6-d6cab7d92466_500x500_crop_center@2x.jpg?v=1646724034
253,Lenovo,Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop,194990,89.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,3200,2000,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iFLfeLeVD-w1200-h1200/FLfeLeVD.jpg
254,Lenovo,IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop,51990,67.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iae0MwYvU-w1200-h1200/ae0MwYvU.jpg
255,Lenovo,IdeaPad Slim 3 82H803U0IN Laptop,31990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iAfaWyRM0-w1200-h1200/AfaWyRM0.jpg
256,Acer,Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop,41990,69.32352941,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR5,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iSyTQ1IFu-w1200-h1200/SyTQ1IFu.jpg
257,Asus,VivoBook 15 X1500EA-EJ311W Laptop,31990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i21dRBlHk-w1200-h1200/21dRBlHk.jpg
258,Asus,Vivobook 15 X1504ZA-NJ542WS Laptop,51390,60.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP._379dzpZ_fgNugmZmrRQBAHaEY?rs=1&pid=ImgDetMain
259,HP,Pavilion 15-eg3018TU Laptop,76900,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4-,1TB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.WGlKtarC6jcrC781pnjVrQAAAA?rs=1&pid=ImgDetMain
260,HP,15s-fq3066TU Laptop,27890,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1366,768,Windows 11 OS,1,https://th.bing.com/th/id/OIP.FPLUXuQay6Fi9LnS0K30HgAAAA?rs=1&pid=ImgDetMain
261,Lenovo,IdeaPad 3 82H803HRIN Laptop,56990,60.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://rukminim2.flixcart.com/image/832/832/xif0q/computer/0/f/z/ideapad-3-15itl06-laptop-lenovo-original-imagtye2zr37c8uj.jpeg?q=70
262,Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,73990,64.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.Voak2nzT9vux_Vxkf-vj9QHaFj?rs=1&pid=ImgDetMain
263,HP,255 G9 841W6PA Laptop,24999,69.32352941,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1366,768,DOS 3.0 OS,1,https://rukminim1.flixcart.com/image/400/400/xif0q/computer/z/e/i/255-g8-laptop-hp-original-imagrfr3trshn7eg.jpeg?q=90
264,HP,255 G8 7J035AA Laptop,33999,69.32352941,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,256GB,SSD,AMD Radeon ,15.6,1920,1080,Windows 11  OS,1,https://th.bing.com/th/id/OIP.kKdrKyWuUyoT5ySd6kw_-AHaHa?rs=1&pid=ImgDetMain
265,Lenovo,IdeaPad Slim 5 16IAH8 83BG000PIN Laptop,61990,63.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel UHD Graphics,16.0,1920,1200,Windows 11 OS,1,https://1.bp.blogspot.com/-080gW9PSRv4/X5rsghdnz7I/AAAAAAAASqk/7V-nu2hiXiQygY4TYQAxi6g2w9TQQjiYwCLcBGAsYHQ/s16000/lenovo-ideapad-slim-5-1.png
266,HP,Victus15-fb0147AX Gaming Laptop,47990,62.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon AMD Radeon RX 6500M,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iSUnkvdbC-w1200-h1200/SUnkvdbC.jpg
267,Asus,TUF Gaming F15  FX506HF-HN075W Gaming Laptop,53990,66.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://i5.walmartimages.com/asr/3ffc3cae-ae64-404d-8343-fd5985473f2a.807be31a5c666563f3331037ccf4f1de.jpeg
268,HP,15S-EQ1550AU Laptop,31890,69.32352941,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1,https://uniquec.com/wp-content/uploads/FR2005-1170x1122.jpeg
269,Asus,Vivobook Pro 15 M6500QF-HN541WS Creator Laptop,62390,63.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 2050,15.6,1920,1080,Windows 11 OS,1,"https://static.toiimg.com/thumb/resizemode-4,msid-102909339,imgsize-200,width-600/102909339.jpg"
270,Wings,Nuvobook Pro Laptop,49990,69.32352941,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,LPDDR4,512GB,SSD,Intel Graphics,14.0,1080,1920,Windows 11 OS,1,https://i.ytimg.com/vi/Zd3iBJBx4qQ/maxresdefault.jpg
271,Wings,Nuvobook S1 Laptop,29990,69.32352941,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8GB,LPDDR4,256GB,SSD,Intel Graphics,15.6,1080,1920,Windows 11 OS,1,https://th.bing.com/th/id/OIP.-VZpla1xAMiktfrR3vfxMQHaFO?rs=1&pid=ImgDetMain
272,Infinix,INBook X3 Slim Series XL422 Laptop,49990,69.32352941,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iOcnXVdrE-w420-h420/infinix-inbook-x3-sl.jpg
273,Dell,Vostro 3430 Laptop,43490,69.32352941,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.unI3nYy9ZvhSqrPt5vVxBgAAAA?rs=1&pid=ImgDetMain
274,Dell,Inspiron 7430 2 in 1 Touch Laptop,95640,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 OS,1,https://www.e-shop.gr/images/PER/BIG/PER.917915.jpg
